,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
214962,107906,Diego Schweizer Berg,M,21.0,,,Argentina,ARG,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,
72998,37100,Per Erik Fresk,M,27.0,180.0,65.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",
153958,77295,Doreen Ann McCannell (-Botterill),F,16.0,167.0,58.0,Canada,CAN,1964 Winter,1964,Winter,Innsbruck,Speed Skating,Speed Skating Women's 500 metres,
55859,28624,"Stylianos ""Stelios"" Dimotsios",M,29.0,183.0,81.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
147584,74053,Andreja Mali,F,24.0,160.0,54.0,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's Sprint,
181354,91144,Ion Panuru,M,37.0,172.0,77.0,Romania,ROU,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
259671,129993,Graham Ross White,M,21.0,183.0,79.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
129212,65043,Kuo Cheng-Wei,M,22.0,170.0,69.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,
269422,134811,Zhou Shouying,F,22.0,181.0,85.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,
21002,11092,Jean-Paul Beugnot,M,21.0,207.0,104.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,
87410,44322,Magdalena Gwizdo,F,34.0,178.0,66.0,Poland,POL,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
260639,130430,"Katarina ""Kati"" Wilhelm",F,25.0,173.0,60.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
230295,115589,Angel Bonchev Stoykov,M,27.0,180.0,84.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
195314,98054,Urka Rabi,F,20.0,168.0,74.0,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,
84010,42696,Frank Bartholomew Greer,M,25.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Single Sculls,Gold
162447,81559,"Luigi Felipe ""Luis Felipe"" Monti",M,27.0,167.0,68.0,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Silver
39804,20455,Valentina Vladimirovna Cherkasova,F,30.0,168.0,64.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
47406,24434,Neil Cusack,M,24.0,174.0,65.0,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,
266532,133334,Yu Jin-Seon,M,26.0,185.0,82.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,
116690,59036,Lotfi Khada,M,23.0,180.0,75.0,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,
114537,57998,Sawao Kato,M,29.0,163.0,59.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Silver
171868,86362,Nils ke Nilsson,M,24.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,
55812,28592,Khristo Dimitrov,M,27.0,174.0,88.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
263550,131878,Gnther Wrfel,M,24.0,180.0,70.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
94493,47825,Ludovic Heraud,M,39.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
166254,83494,Anna Murnov,F,28.0,165.0,52.0,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
160258,80416,Kurt Davison Mitchell,M,24.0,178.0,61.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",
234976,117838,Hannu Allan Taipale,M,27.0,176.0,71.0,Finland,FIN,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
20204,10654,Tell Schirnding Berna,M,20.0,188.0,70.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",
18082,9597,Tetiana Beliaieva,F,28.0,168.0,70.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Middleweight,
78422,39807,"David Francis ""Dave"" Gerrard",M,19.0,170.0,77.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,
36144,18576,"Daniel Joseph ""Dan"" Carroll, III",M,22.0,178.0,71.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 10,000 metres",
22334,11754,Adam Bischof,M,32.0,,,Austria,AUT,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,
25650,13402,Reinhard Borchert,M,28.0,183.0,81.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
74172,37673,"Steven Charles ""Steve"" Furniss",M,23.0,193.0,80.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Individual Medley,
38134,19599,Angela Frances Chalmers (-Espinoza),F,25.0,170.0,56.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",
165308,83015,Raymond Mulinghausen,M,27.0,,,France,FRA,1948 Summer,1948,Summer,London,Diving,Diving Men's Springboard,
184427,92684,Nicola Pederzolli (-Rottmann),F,27.0,162.0,54.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Women's Halfpipe,
106102,53672,Marina Janicke (-Hhne),F,18.0,160.0,51.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Springboard,Bronze
261142,130685,Sylvanus Olatunde Williams,M,29.0,,,Nigeria,NGR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
179767,90341,Jnis Ozols,M,25.0,183.0,88.0,Latvia,LAT,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,
262068,131124,Jan Wiktor Winiewski,M,30.0,163.0,63.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
146563,73558,Ivo Oswald Mahlknecht,M,24.0,182.0,87.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,
209662,105277,Alrik Mikael Sandberg,M,27.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
66900,34223,Gamal Fathy,M,23.0,,,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",
120945,61177,Ivans Klementjevs,M,31.0,176.0,80.0,Latvia,LAT,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
202145,101535,Jos Luis Rocha,M,18.0,165.0,65.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Diving,Diving Men's Platform,
82914,42114,Ralph Goveia Assafrao,M,20.0,178.0,77.0,Zambia,ZAM,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
37950,19505,Fawzi Ali Mohamed Chaaban,M,21.0,,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,
57544,29477,Luis Doreste Blanco,M,31.0,175.0,72.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
120883,61150,"Theodor ""Theo"" Kleine",M,32.0,180.0,89.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
262957,131579,"William Tripp ""Bill"" Woolsey",M,22.0,183.0,84.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,
232238,116508,Sun Ye,F,19.0,169.0,61.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
21105,11144,Ulrich Beyer,M,25.0,172.0,63.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,
28895,14953,Horst Otto Brennecke,M,29.0,164.0,61.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,
170517,85698,John Ngugi Kamau,M,26.0,178.0,62.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Gold
123597,62447,Miroslav Konek,M,28.0,167.0,52.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Bronze
216730,108820,Nataliya Olegovna Sergeyeva,F,36.0,164.0,64.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
193299,97037,Karin Prinsloo,F,22.0,183.0,70.0,South Africa,RSA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
248454,124373,"Pieter ""Piet"" van der Hem",M,50.0,,,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
195995,98412,"Johan Einar ""Eino"" Railio (Dahlgren-)",M,21.0,,,Finland,FIN,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
240079,120312,Ivan Grigoryevich Tikhon,M,24.0,186.0,110.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,
28133,14584,Leonie Elizabeth Bramall,F,33.0,,,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",
85198,43214,Simon Grotelschen,M,25.0,194.0,84.0,Germany,GER,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,
42350,21847,"William Thomas ""Billy"" Clarke",M,34.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Marathon,
150328,75414,John Birnie Marshall,M,26.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,
186595,93801,Pradeeban Peter-Paul,M,31.0,179.0,70.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,
260987,130605,Isadora Marie Williams,F,17.0,156.0,47.0,Brazil,BRA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,
108882,55056,Maciej Jodko,M,31.0,178.0,80.0,Poland,POL,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,
160651,80609,Kesato Miyazaki,M,24.0,174.0,64.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
95276,48249,Gerd Heler,M,27.0,169.0,64.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
227185,114155,Alois Stadlober,M,25.0,183.0,73.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
9505,5213,Edith Arnheim (Lasch-),F,28.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Women's Singles, Covered Courts",
211115,106018,Naoji Sato,M,21.0,179.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
259151,129732,Fernand Wery,M,,,,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
37806,19420,Ral Angelo Rodrigues Cerqueira,M,20.0,177.0,70.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,
52134,26798,Hendrik Maarten de Wolf,M,34.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Featherweight,
1621,900,Oluwakemi 'Kemi' Adekoya,F,23.0,166.0,63.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
3677,2112,Abdullah Al-Rashidi,M,40.0,183.0,83.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
39070,20100,Emmanuel Chedal,M,19.0,183.0,60.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
63385,32491,Robert Simpson Emery,M,21.0,175.0,64.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,
138873,69764,Ingrid Liepa,F,27.0,175.0,68.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",
161660,81159,Manlio Molinari,M,24.0,184.0,72.0,San Marino,SMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,
126949,64006,Stefan Kretzschmar,M,23.0,190.0,95.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
42928,22140,Michela Cobisi,F,19.0,160.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,
172402,86612,Chirine Njeim,F,25.0,168.0,60.0,Lebanon,LIB,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
235523,118088,Tracee Ann Talavera (-Kent),F,17.0,162.0,50.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,
17489,9319,Jorge Bedoya Guido,M,38.0,165.0,64.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
76261,38699,Sharette Y. Garca,F,27.0,162.0,47.0,Belize,BIZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 800 metres,
162897,81807,Vctor Morales Salas,M,23.0,171.0,70.0,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,
214569,107726,Tony Schumacher,M,31.0,182.0,86.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
68918,35149,Anja Fichtel-Mauritz (-Koper),F,27.0,175.0,62.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",
58985,30189,Louis Jules Henri du Le Vaillant du Douet de Graville,M,69.0,,,France-1,FRA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,
50173,25817,Sharon Day (-Monroe),F,23.0,180.0,73.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,
23530,12371,Artem Oleksiyovych Bloshenko,M,31.0,187.0,100.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,
187000,94003,Nicolas Petorin,M,19.0,162.0,50.0,France,FRA,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Men's Singles,
16619,8914,Kerry Bayliss (-Lindsay),F,18.0,157.0,41.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,
6663,3728,Hans Christian Andersen,M,42.0,,,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
236604,118629,Dragan Tarla,M,27.0,210.0,115.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,
153083,76832,"Friedrich ""Fritz"" Maurer",M,24.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Silver
130557,65732,Torsten Lachmann,M,26.0,184.0,86.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
89168,45201,Yuji Hamano,M,20.0,178.0,65.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
103318,52277,Ion tefan Ionescu,M,32.0,167.0,76.0,Romania,ROU,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,
199332,100110,Ximena Restrepo Gaviria,F,19.0,175.0,58.0,Colombia,COL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,
174653,87732,Christina Obergfll,F,34.0,175.0,79.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
179702,90305,Sanja Oegovi (-Gobac),F,21.0,173.0,60.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze
216361,108606,Jean-Charles Seneca,M,26.0,183.0,80.0,Monaco,MON,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's epee, Individual",
35925,18454,"Kenneth Michael ""Ken"" Carpenter",M,23.0,190.0,104.0,United States,USA,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,
15341,8285,Robert Bartko,M,20.0,186.0,80.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
200498,100687,Emanuel Rieder,M,20.0,179.0,82.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Luge,Luge Men's Singles,
124619,62931,Pawe Jzef Korzeniowski,M,31.0,192.0,82.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
244616,122473,Jaroslav Tuek (ourek),M,25.0,,,Bohemia,BOH,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",
244406,122392,Mitsuo Tsukahara,M,28.0,167.0,66.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
136594,68684,Alfredo J. Lemus,M,20.0,192.0,71.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Middleweight,
88644,44936,Hans Ignaz Halberstadt,M,42.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",
26055,13595,Ott Boros,M,27.0,186.0,95.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Gold
262823,131505,Steven Woodburn,M,30.0,185.0,90.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,
163400,82022,"Frederick Hilton ""Freddie"" Morgan",M,26.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",
40922,21083,Choi Yeong-Suk,F,17.0,153.0,48.0,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
80127,40666,Monique Gladding,F,31.0,162.0,57.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,
261219,130715,Evelyn Catherine Laura Williamson,F,29.0,167.0,58.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,
133717,67323,"Jacqueline ""Jacqui"" Lawrence",F,26.0,176.0,62.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver
16405,8808,Friedrich Baur,M,,,,Latvia,LAT,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",
153381,76978,Gbor Mayer,M,29.0,183.0,66.0,Hungary,HUN,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
231288,116048,Yury Viktorovich Styopkin,M,28.0,193.0,100.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Bronze
266858,133512,Denys Serhiyovych Yurchenko,M,30.0,175.0,75.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Bronze
102521,51858,Marieta Ilieva,F,16.0,158.0,52.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
22709,11951,Ole Einar Bjrndalen,M,32.0,178.0,65.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,
102547,51865,"Joshua ""Josh"" Ilika Brenner",M,27.0,190.0,95.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,
20517,10822,Stefania Bertel,F,18.0,,,Italy-3,ITA,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,
106419,53839,Jantsangiin Gantgs,M,40.0,175.0,73.0,Mongolia,MGL,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,
261312,130759,"Helen Newington Wills (-Moody, -Roark)",F,26.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
113349,57419,Georgios Karageorgos,M,33.0,,,Greece,GRE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
133677,67301,Peter Sidney Lawler,M,31.0,170.0,70.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
8135,4489,Ferenc Antalovics,M,27.0,168.0,85.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,
258502,129442,Jens Weiflog,M,23.0,170.0,54.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
71362,36347,Sarah Forster,F,20.0,169.0,55.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
103952,52604,Camillo Isnardi,M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",
37021,19033,Vicente Catada,M,20.0,,,Argentina,ARG,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Flyweight,
150366,75432,Mrk Marsi,M,27.0,172.0,67.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Individual",
74714,37932,Paul Gailly,M,25.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Silver
171457,86166,Janne Henrik Niinimaa,M,26.0,187.0,95.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
255251,127789,Anita Wachter (-Salzgeber),F,21.0,164.0,50.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Slalom,
224934,113003,Attila Solti,M,21.0,183.0,86.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",
40378,20775,Chin Chiu-Yueh,F,20.0,161.0,50.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,
129468,65176,Maciej Kurowski,M,23.0,185.0,94.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Luge,Luge Men's Singles,
157442,79047,John Messel,M,,,,"Socialer Turnverein, Detroit",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
33507,17278,"Timothy Joel ""Tim"" Cahill",M,24.0,179.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
46259,23874,Louis Croenen,M,22.0,186.0,79.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
199179,100037,Mikail Renzhin,M,27.0,181.0,74.0,Israel,ISR,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,
147368,73962,Ilias Malamas,M,22.0,183.0,75.0,Greece,GRE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
119002,60241,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,
105278,53263,Grard Jacquesson,M,23.0,187.0,82.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,
101004,51074,Edwin Llewellyn Hunter,M,30.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,
